gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin,dragonSoul,blueTopChampion,blueJgChampion,blueMidChampion,blueAdcChampion,blueSupChampion,redTopChampion,redJgChampion,redMidChampion,redAdcChampion,redSupChampion
4452162573,0,20,3,1,4,4,6,0,0,0,0,15474,6.6,16611,231,28,331,-1585,23.1,1547.4,15,2,0,4,4,5,1,1,0,0,15143,7.2,18196,216,51,-331,1585,21.6,1514.3,Infernal,Gnar,Chogath,Jayce,Tristana,Pantheon,Vayne,Sylas,Ryze,Kaisa,Senna
4453038156,0,33,2,1,11,11,7,1,0,1,0,16695,7.0,18507,157,40,-1505,-635,15.7,1669.5,17,1,0,11,11,9,0,0,0,0,18200,7.0,19142,188,52,1505,635,18.8,1820.0,Cloud,KSante,MonkeyKing,Ahri,Tristana,Renata,Zaahen,MonkeyKing,Syndra,Caitlyn,Janna
4515594785,1,18,1,1,7,1,11,1,1,0,0,17865,7.4,19102,238,53,3274,1659,23.8,1786.5,12,1,0,1,7,1,0,0,0,0,14591,6.8,17443,240,50,-3274,-1659,24.0,1459.1,Cloud,Riven,JarvanIV,Sylas,Caitlyn,Thresh,Irelia,XinZhao,Akali,Aphelios,Alistar
4524924257,0,14,3,0,4,9,1,1,0,1,0,14979,6.6,17213,210,52,-3414,-1141,21.0,1497.9,20,3,1,9,4,11,0,0,0,0,18393,7.2,18354,229,51,3414,1141,22.9,1839.3,Chemtech,Gangplank,Nocturne,Zoe,Taliyah,Thresh,Irelia,Diana,Neeko,Draven,Thresh
4516505202,1,15,3,1,4,4,4,0,0,0,0,15722,6.8,17896,224,51,-470,-187,22.4,1572.2,102,1,0,4,4,3,0,0,0,0,16192,7.0,18083,242,48,470,187,24.2,1619.2,Ocean,Irelia,Aatrox,Jayce,Aphelios,Sona,Yorick,LeeSin,Sylas,Xayah,Senna
4482120064,0,17,1,0,3,7,3,0,0,0,0,15015,6.8,16974,209,53,-1996,-1804,20.9,1501.5,18,3,1,7,3,13,0,0,0,0,17011,7.2,18778,237,51,1996,1804,23.7,1701.1,Hextech,Fiora,XinZhao,Irelia,Sivir,Rell,Vayne,Diana,Orianna,Caitlyn,Bard
4523758462,1,14,1,1,10,2,8,0,0,0,0,19733,7.6,20862,263,56,5228,3378,26.3,1973.3,13,2,0,2,10,2,1,1,0,0,14505,6.8,17484,210,64,-5228,-3378,21.0,1450.5,Ocean,Rumble,Khazix,Hwei,Corki,Poppy,Jayce,JarvanIV,Ahri,Kaisa,Alistar
4503636905,0,43,3,0,3,7,3,1,0,1,0,14852,6.8,16888,203,54,-1975,-1345,20.3,1485.2,17,14,1,7,3,6,0,0,0,0,16827,6.8,18233,218,53,1975,1345,21.8,1682.7,Cloud,Jax,Talon,Sylas,Tristana,Pantheon,Renekton,LeeSin,Cassiopeia,Smolder,Pyke
4486384947,1,21,4,1,5,4,11,0,0,0,0,16282,6.8,17378,213,49,882,512,21.3,1628.2,19,3,0,4,5,3,2,1,1,0,15400,6.6,16866,228,52,-882,-512,22.8,1540.0,Infernal,Irelia,Chogath,Malzahar,Xayah,Braum,Yorick,Viego,Malzahar,Zeri,Lulu
4457103291,0,11,3,0,5,9,5,0,0,0,0,14994,7.0,17924,188,48,-3155,-2773,18.8,1499.4,15,1,1,9,5,9,0,0,0,0,18149,7.4,20697,219,56,3155,2773,21.9,1814.9,Mountain,Vladimir,LeeSin,Orianna,Xayah,Pantheon,Vladimir,Zed,Akali,Ashe,Senna
4472164226,1,14,3,1,11,6,15,1,1,0,0,18606,7.2,19254,214,45,2526,1625,21.4,1860.6,12,2,0,6,11,4,0,0,0,0,16080,7.0,17629,225,48,-2526,-1625,22.5,1608.0,Cloud,Aatrox,LeeSin,Ahri,Aphelios,Lulu,Gangplank,Sylas,Cassiopeia,Mel,Lulu
4445294621,0,13,1,0,4,13,5,0,0,0,0,15878,6.8,16945,203,43,-2835,-2821,20.3,1587.8,15,3,1,13,4,14,1,1,0,0,18713,7.2,19766,209,45,2835,2821,20.9,1871.3,Infernal,Jax,Rengar,Irelia,Smolder,Neeko,Vladimir,DrMundo,Sylas,MissFortune,Neeko
4480384157,0,17,2,0,4,6,3,0,0,0,0,15773,7.0,17562,238,56,-1254,-567,23.8,1577.3,16,3,1,6,4,10,1,1,0,0,17027,7.0,18129,231,60,1254,567,23.1,1702.7,Infernal,Rumble,Qiyana,Hwei,Zeri,Nami,Fiora,Sylas,Ekko,Jhin,Rell
4520898233,0,78,4,0,4,3,4,2,1,1,0,15906,6.8,19219,238,67,406,1283,23.8,1590.6,15,3,1,3,4,3,0,0,0,0,15500,7.0,17936,220,64,-406,-1283,22.0,1550.0,Hextech,Aurora,Jayce,Ahri,Corki,Poppy,KSante,Nocturne,Ryze,Zeri,Karma
4522124566,1,33,3,0,6,9,10,0,0,0,0,16515,6.8,17223,208,45,-1020,493,20.8,1651.5,18,3,1,9,6,13,0,0,0,0,17535,6.6,16730,197,36,1020,-493,19.7,1753.5,Cloud,Yorick,XinZhao,Syndra,Zeri,Blitzcrank,Vladimir,Qiyana,Ekko,Ezreal,Sona
4523978853,0,17,1,0,4,8,4,0,0,0,0,15415,6.2,16047,204,44,-2472,-1067,20.4,1541.5,19,2,1,8,4,13,1,1,0,0,17887,7.0,17114,221,36,2472,1067,22.1,1788.7,Cloud,Yorick,Nidalee,Irelia,Jhin,Leona,Irelia,Sylas,Yasuo,Aphelios,Pantheon
4507834811,1,18,1,0,8,6,9,1,1,0,0,17178,7.0,17854,209,44,1260,-55,20.9,1717.8,10,3,1,6,8,3,0,0,0,0,15918,6.8,17909,233,36,-1260,55,23.3,1591.8,Hextech,Aurora,Diana,Ekko,Smolder,Rakan,Jax,Sylas,Taliyah,Tristana,Pantheon
4501319968,0,19,3,1,7,4,9,0,0,0,0,17226,7.0,18982,228,61,1857,2015,22.8,1722.6,14,4,0,4,7,2,1,1,0,0,15369,6.6,16967,202,49,-1857,-2015,20.2,1536.9,Chemtech,Aatrox,Sylas,Ekko,Ashe,Pyke,Aatrox,Karthus,Syndra,Kaisa,Poppy
4519148589,0,105,5,1,8,6,13,1,1,0,0,17474,6.8,17436,217,53,1320,-413,21.7,1747.4,65,3,0,6,8,11,0,0,0,0,16154,6.8,17849,223,40,-1320,413,22.3,1615.4,Hextech,Irelia,Talon,Jayce,Ziggs,Rell,Aurora,Chogath,Ahri,Corki,Pyke
4484877784,0,18,5,0,3,8,2,1,1,0,0,14905,6.8,17974,233,52,-3282,-1647,23.3,1490.5,18,3,1,8,3,12,0,0,0,0,18187,7.4,19621,225,52,3282,1647,22.5,1818.7,Ocean,Gnar,XinZhao,Yone,Lucian,Thresh,Riven,Karthus,Malzahar,Kaisa,Blitzcrank
4466931235,1,22,7,1,9,4,10,1,1,0,0,18132,7.0,18076,228,40,2883,2111,22.8,1813.2,21,4,0,4,9,2,0,0,0,0,15249,6.2,15965,227,36,-2883,-2111,22.7,1524.9,Cloud,Fiora,Khazix,Cassiopeia,Caitlyn,Sona,Shen,Talon,Quinn,Caitlyn,Alistar
4524189570,1,17,4,1,5,2,6,2,1,1,0,16053,6.8,17406,218,51,1703,1696,21.8,1605.3,15,2,0,2,5,2,0,0,0,0,14350,6.4,15710,206,48,-1703,-1696,20.6,1435.0,Mountain,Fiora,Viego,Hwei,Ashe,Senna,Gangplank,Zed,Yone,Caitlyn,Pantheon
4503380070,0,12,3,0,6,4,7,0,0,0,0,16438,6.8,16989,203,32,608,-85,20.3,1643.8,19,2,1,4,6,4,1,1,0,0,15830,6.8,17074,206,44,-608,85,20.6,1583.0,Hextech,Gangplank,Talon,Ekko,Lucian,Karma,Gangplank,LeeSin,Ryze,Jhin,Sona
4497858921,0,15,2,1,5,4,4,0,0,0,0,15634,6.8,16355,201,45,71,-359,20.1,1563.4,14,1,0,4,5,4,1,1,0,0,15563,6.8,16714,222,38,-71,359,22.2,1556.3,Infernal,Shen,Viego,Taliyah,Kalista,Poppy,Vladimir,Nidalee,Ryze,Zeri,Poppy
4509242024,1,40,2,0,6,4,4,0,0,0,0,16085,7.4,19076,204,56,275,872,20.4,1608.5,15,1,1,4,6,5,1,1,0,0,15810,7.2,18204,223,62,-275,-872,22.3,1581.0,Infernal,Riven,Khazix,Orianna,Tristana,Poppy,Jayce,Aatrox,Cassiopeia,Ashe,Nautilus
4524296550,0,24,3,0,3,4,6,0,0,0,0,14981,6.8,17082,235,52,-809,638,23.5,1498.1,17,2,1,4,3,7,2,1,1,0,15790,6.8,16444,218,50,809,-638,21.8,1579.0,Hextech,Aatrox,Chogath,Mel,Aphelios,Nautilus,Vladimir,Nocturne,Yasuo,Mel,Braum
4516034199,0,12,4,0,2,8,2,1,1,0,0,15421,7.2,19276,217,84,-2771,-1125,21.7,1542.1,14,2,1,8,2,5,0,0,0,0,18192,7.4,20401,234,64,2771,1125,23.4,1819.2,Cloud,Irelia,Rengar,Ekko,Ezreal,Blitzcrank,Zaahen,Aatrox,Ryze,Corki,Leona
4504386463,0,20,2,1,5,6,4,1,0,1,0,15665,6.8,17716,203,48,-1730,-1236,20.3,1566.5,40,4,0,6,5,6,1,1,0,0,17395,7.0,18952,214,67,1730,1236,21.4,1739.5,Chemtech,Sion,Karthus,Viktor,MissFortune,Janna,KSante,Rengar,Cassiopeia,Kalista,Renata
4523799496,0,11,3,0,7,9,5,1,0,1,0,17528,7.2,19609,234,68,-904,1377,23.4,1752.8,18,1,1,9,7,9,1,1,0,0,18432,7.0,18232,227,40,904,-1377,22.7,1843.2,Hextech,Jayce,Nocturne,Hwei,Lucian,Neeko,Aatrox,Karthus,Yone,Jhin,Pyke
4379931850,0,18,2,0,3,6,3,1,0,1,0,15032,6.6,16832,213,48,-1683,-1363,21.3,1503.2,36,3,1,6,3,6,1,1,0,0,16715,7.0,18195,236,44,1683,1363,23.6,1671.5,Cloud,Vayne,Qiyana,Yasuo,Xayah,Senna,Zaahen,Qiyana,Sylas,Kaisa,Nami
4523858150,0,28,3,0,4,11,3,0,0,0,0,15483,6.8,17362,222,48,-3025,-1833,22.2,1548.3,41,0,1,11,4,16,1,1,0,0,18508,7.2,19195,213,39,3025,1833,21.3,1850.8,Mountain,Sion,Nidalee,Irelia,Xayah,Janna,Gwen,DrMundo,Jayce,Kaisa,Pyke
4459778854,1,36,1,0,10,6,12,0,0,0,0,19226,7.4,20118,231,44,3004,2300,23.1,1922.6,16,2,1,6,10,7,0,0,0,0,16222,7.0,17818,185,39,-3004,-2300,18.5,1622.2,Chemtech,Sion,Nidalee,Hwei,MissFortune,Neeko,Aatrox,Zed,Zoe,Tristana,Senna
4499523222,1,18,3,0,9,6,14,1,1,0,0,16945,6.8,17806,204,36,1574,761,20.4,1694.5,17,2,1,6,9,6,0,0,0,0,15371,6.8,17045,194,54,-1574,-761,19.4,1537.1,Cloud,Riven,Talon,Malzahar,Tristana,Neeko,KSante,MonkeyKing,Ryze,Yunara,Senna
4477029310,1,12,2,1,5,5,3,0,0,0,0,15000,6.6,16493,233,16,-1036,-1423,23.3,1500.0,19,1,0,5,5,4,0,0,0,0,16036,7.0,17916,221,44,1036,1423,22.1,1603.6,Mountain,Riven,Khazix,Ahri,Lucian,Lulu,Rumble,Viego,Mel,Corki,Nami
4525037711,0,18,4,1,3,4,2,1,0,1,0,15888,7.4,19090,252,60,16,433,25.2,1588.8,39,4,0,4,3,2,1,1,0,0,15872,7.0,18657,243,49,-16,-433,24.3,1587.2,Cloud,Jayce,Qiyana,Malzahar,Yunara,Sona,Aatrox,MonkeyKing,Akali,Kalista,Rakan
4459414345,0,41,0,0,1,10,0,0,0,0,0,12925,6.4,15498,187,32,-6386,-4210,18.7,1292.5,12,1,1,10,1,6,1,0,1,1,19311,7.2,19708,247,56,6386,4210,24.7,1931.1,Hextech,Riven,MonkeyKing,Zoe,Lucian,Blitzcrank,Rumble,Sylas,Neeko,MissFortune,Bard
4505664040,1,14,4,1,11,2,9,0,0,0,0,19250,7.6,19703,251,48,5096,3310,25.1,1925.0,15,3,0,2,11,2,0,0,0,0,14154,6.4,16393,196,53,-5096,-3310,19.6,1415.4,Hextech,Gangplank,Nidalee,Mel,Caitlyn,Pyke,Gwen,Rengar,Yasuo,Ezreal,Neeko
4439587692,1,19,1,1,8,4,5,1,1,0,1,18355,7.0,18790,218,54,2756,1683,21.8,1835.5,13,5,0,4,8,5,0,0,0,0,15599,6.8,17107,200,57,-2756,-1683,20.0,1559.9,Cloud,Shen,Diana,Syndra,MissFortune,Neeko,Jayce,Chogath,Viktor,Ashe,Rell
4508000311,1,15,2,0,2,3,2,1,0,1,0,13978,6.6,16429,180,44,-977,-1025,18.0,1397.8,12,4,1,3,2,1,0,0,0,0,14955,6.8,17454,218,56,977,1025,21.8,1495.5,Cloud,Rumble,LeeSin,Quinn,Ashe,Bard,Riven,Karthus,Viktor,Caitlyn,Senna
4513365614,0,16,1,0,5,5,8,0,0,0,0,15851,6.8,17366,206,56,-808,-1655,20.6,1585.1,38,6,1,5,5,6,0,0,0,0,16659,7.2,19021,241,44,808,1655,24.1,1665.9,Cloud,Ambessa,Ambessa,Hwei,Draven,Janna,Renekton,MonkeyKing,Yone,Caitlyn,Rell
4473252742,0,14,0,0,7,9,5,0,0,0,0,16474,6.6,17408,209,50,-1559,-407,20.9,1647.4,22,4,1,9,7,13,1,1,0,0,18033,6.8,17815,206,53,1559,407,20.6,1803.3,Ocean,Riven,LeeSin,Ahri,Sivir,Pyke,Rumble,Jayce,Yasuo,Jhin,Poppy
4438138890,1,18,0,0,6,8,6,0,0,0,0,16590,7.0,18284,213,49,544,75,21.3,1659.0,12,1,1,8,6,7,0,0,0,0,16046,7.0,18209,182,44,-544,-75,18.2,1604.6,Mountain,Zaahen,Chogath,Yone,Zeri,Rakan,Yorick,Qiyana,Orianna,Sivir,Karma
4467008289,1,22,4,1,5,2,2,2,1,1,0,15737,7.0,18634,217,53,1381,1017,21.7,1573.7,16,3,0,2,5,1,0,0,0,0,14356,7.0,17617,212,60,-1381,-1017,21.2,1435.6,Mountain,Jax,Ambessa,Irelia,Lucian,Thresh,KSante,XinZhao,Irelia,Draven,Alistar
4492625917,1,37,2,1,5,3,5,0,0,0,0,16990,7.4,19634,248,54,2031,1449,24.8,1699.0,15,1,0,3,5,5,1,1,0,0,14959,7.0,18185,210,68,-2031,-1449,21.0,1495.9,Cloud,Ambessa,DrMundo,Syndra,Mel,Braum,Sion,Aatrox,Zoe,Ashe,Lulu
4502901044,0,14,4,0,3,3,2,1,1,0,0,15297,7.0,19210,246,56,131,370,24.6,1529.7,20,2,1,3,3,1,0,0,0,0,15166,7.2,18840,227,64,-131,-370,22.7,1516.6,Hextech,Jax,XinZhao,Irelia,Mel,Leona,Rumble,Sylas,Mel,Ashe,Nautilus
4467732013,0,16,2,0,4,10,4,1,0,1,0,15651,7.0,17696,224,53,-2699,-2749,22.4,1565.1,30,2,1,10,4,11,1,1,0,0,18350,7.4,20445,201,54,2699,2749,20.1,1835.0,Chemtech,Jax,Khazix,Orianna,Taliyah,Thresh,Fiora,Khazix,Orianna,Taliyah,Nautilus
4514402510,0,17,0,1,5,7,7,1,1,0,0,15587,6.8,16746,181,63,-1672,-2698,18.1,1558.7,14,0,0,7,5,6,0,0,0,0,17259,7.4,19444,218,76,1672,2698,21.8,1725.9,Chemtech,Irelia,Nocturne,Viktor,Ashe,Blitzcrank,Yorick,Qiyana,Viktor,Zeri,Braum
4521277262,1,19,3,1,10,6,11,1,1,0,0,17777,7.2,18131,213,42,1201,316,21.3,1777.7,18,4,0,6,10,5,0,0,0,0,16576,6.8,17815,234,44,-1201,-316,23.4,1657.6,Mountain,Jax,Sylas,Orianna,Yunara,Sona,Jayce,Viego,Mel,Draven,Thresh
4521752962,1,29,3,1,7,5,5,2,1,1,0,16426,7.0,18407,222,55,-108,59,22.2,1642.6,14,4,0,5,7,4,0,0,0,0,16534,6.8,18348,247,44,108,-59,24.7,1653.4,Hextech,Jayce,Aatrox,Sylas,Lucian,Lulu,Riven,Jayce,Neeko,Jhin,Neeko
4514070165,0,12,0,0,10,7,11,0,0,0,1,20278,7.2,19575,236,58,4633,2269,23.6,2027.8,20,1,1,7,10,6,1,1,0,0,15645,6.6,17306,182,45,-4633,-2269,18.2,1564.5,Ocean,Gnar,Nidalee,Viktor,Lucian,Pantheon,Aatrox,Jayce,Jayce,MissFortune,Pantheon
4525056568,0,18,4,0,2,7,0,0,0,0,0,13791,6.6,16437,191,62,-2262,-1391,19.1,1379.1,18,3,1,7,2,4,1,1,0,0,16053,6.8,17828,218,48,2262,1391,21.8,1605.3,Cloud,Fiora,Ambessa,Ekko,Kaisa,Renata,Fiora,Ambessa,Mel,Lucian,Bard
4521255103,0,24,3,0,6,7,5,0,0,0,0,16505,7.0,17667,208,70,-49,500,20.8,1650.5,17,2,1,7,6,10,1,1,0,0,16554,6.8,17167,207,45,49,-500,20.7,1655.4,Hextech,Gangplank,Nocturne,Zoe,Smolder,Neeko,Aatrox,Talon,Ahri,Tristana,Blitzcrank
4510728488,1,18,2,1,6,4,4,1,1,0,0,17277,7.2,19610,229,54,1687,1089,22.9,1727.7,36,3,0,4,6,5,1,0,1,0,15590,7.2,18521,232,56,-1687,-1089,23.2,1559.0,Ocean,Gnar,Karthus,Zoe,Smolder,Karma,Fiora,Qiyana,Jayce,Lucian,Rell
4516919746,1,122,3,1,9,1,10,2,1,1,0,18269,7.2,19659,229,68,3933,2922,22.9,1826.9,14,3,0,1,9,1,0,0,0,0,14336,6.4,16737,233,40,-3933,-2922,23.3,1433.6,Ocean,Aurora,Zed,Jayce,Aphelios,Rakan,Aurora,Chogath,Neeko,Taliyah,Nautilus
4499868617,0,12,4,0,4,10,3,1,1,0,0,14166,6.6,15959,203,41,-4061,-4397,20.3,1416.6,16,2,1,10,4,6,0,0,0,0,18227,7.4,20356,224,72,4061,4397,22.4,1822.7,Ocean,Gangplank,Rengar,Ekko,Ashe,Bard,Ambessa,Karthus,Orianna,Jhin,Renata
4514234813,0,52,2,0,6,12,7,0,0,0,0,15456,6.6,16280,188,42,-4920,-3280,18.8,1545.6,15,1,1,12,6,11,1,0,1,1,20376,7.4,19560,240,62,4920,3280,24.0,2037.6,Mountain,Ambessa,Nidalee,Ekko,Aphelios,Poppy,Renekton,Qiyana,Ahri,Tristana,Sona
4513591449,0,19,2,0,4,5,2,0,0,0,0,15180,7.0,17773,210,52,-1705,-1839,21.0,1518.0,11,4,1,5,4,1,0,0,0,0,16885,7.2,19612,227,62,1705,1839,22.7,1688.5,Mountain,Fiora,Rengar,Yasuo,Kalista,Janna,Jax,JarvanIV,Orianna,Caitlyn,Braum
4471416203,0,32,4,1,7,8,8,1,1,0,0,16179,6.8,16814,212,46,105,-1547,21.2,1617.9,24,5,0,8,7,5,1,0,1,0,16074,7.0,18361,200,42,-105,1547,20.0,1607.4,Infernal,Gnar,Zed,Mel,Kalista,Senna,Aatrox,Talon,Taliyah,Tristana,Blitzcrank
4521227315,1,14,0,0,3,5,3,0,0,0,0,16026,7.0,18490,233,57,-554,521,23.3,1602.6,11,1,1,5,3,6,1,1,0,0,16580,6.8,17969,234,44,554,-521,23.4,1658.0,Cloud,Gangplank,Nocturne,Ekko,Aphelios,Rakan,Sion,JarvanIV,Cassiopeia,Yunara,Nautilus
4424144387,0,19,5,1,4,5,4,0,0,0,0,14850,6.8,17145,198,53,-1037,-1577,19.8,1485.0,18,4,0,5,4,5,1,1,0,0,15887,7.0,18722,241,44,1037,1577,24.1,1588.7,Infernal,Yorick,Talon,Taliyah,Aphelios,Rakan,Gnar,Aatrox,Ekko,Xayah,Braum
4517806218,0,16,2,1,9,8,7,1,0,1,0,17347,7.0,18573,202,62,-1144,480,20.2,1734.7,13,5,0,8,9,11,1,1,0,1,18491,7.0,18093,199,45,1144,-480,19.9,1849.1,Infernal,Riven,Talon,Zoe,Aphelios,Alistar,Gwen,XinZhao,Orianna,Aphelios,Leona
4479974478,1,36,0,1,5,4,6,0,0,0,0,15887,6.8,17591,200,32,1173,953,20.0,1588.7,12,1,0,4,5,3,1,1,0,0,14714,6.6,16638,186,63,-1173,-953,18.6,1471.4,Infernal,Zaahen,JarvanIV,Ahri,Mel,Pyke,Gwen,MonkeyKing,Cassiopeia,Caitlyn,Karma
4423018162,0,18,2,1,8,2,11,0,0,0,0,17399,7.0,19449,232,44,3194,2534,23.2,1739.9,13,3,0,2,8,2,1,1,0,0,14205,6.6,16915,208,51,-3194,-2534,20.8,1420.5,Hextech,Vayne,LeeSin,Ekko,Taliyah,Rakan,Ambessa,Nidalee,Yasuo,Mel,Leona
4518401885,0,13,3,1,2,7,1,1,1,0,0,13828,6.6,16629,204,38,-2622,-1136,20.4,1382.8,12,0,0,7,2,7,0,0,0,0,16450,6.8,17765,192,36,2622,1136,19.2,1645.0,Cloud,Rumble,DrMundo,Jayce,Ashe,Rell,Riven,LeeSin,Taliyah,Kaisa,Blitzcrank
4525208730,1,15,3,1,6,4,4,1,1,0,0,16645,7.2,19110,242,52,1151,470,24.2,1664.5,15,2,0,4,6,3,1,0,1,0,15494,7.0,18640,205,50,-1151,-470,20.5,1549.4,Chemtech,Renekton,Rengar,Akali,Caitlyn,Blitzcrank,Vladimir,Talon,Viktor,Jhin,Blitzcrank
4512774492,1,50,4,1,6,4,8,2,1,1,0,16248,6.8,17200,200,52,1463,1490,20.0,1624.8,48,2,0,4,6,8,0,0,0,0,14785,6.6,15710,169,52,-1463,-1490,16.9,1478.5,Chemtech,Jax,Sylas,Neeko,MissFortune,Leona,KSante,Talon,Syndra,Ziggs,Senna
4522772001,0,14,2,0,4,6,1,0,0,0,0,15310,7.0,18337,221,52,-1038,-1307,22.1,1531.0,15,2,1,6,4,5,2,1,1,0,16348,7.2,19644,226,66,1038,1307,22.6,1634.8,Ocean,Shen,Viego,Hwei,Sivir,Rell,Aatrox,Zed,Orianna,MissFortune,Lulu
4464439713,1,17,2,1,8,4,7,1,0,1,0,16784,6.6,17242,212,40,1424,1060,21.2,1678.4,13,4,0,4,8,5,0,0,0,0,15360,6.4,16182,180,61,-1424,-1060,18.0,1536.0,Mountain,Vayne,Khazix,Irelia,Taliyah,Renata,Renekton,Karthus,Mel,Caitlyn,Janna
4479823004,1,18,1,0,13,9,18,1,1,0,0,19032,7.4,18951,232,44,527,721,23.2,1903.2,12,4,1,9,13,5,0,0,0,0,18505,7.0,18230,216,63,-527,-721,21.6,1850.5,Infernal,Jayce,MonkeyKing,Mel,Draven,Rakan,Gnar,Jayce,Yasuo,Kaisa,Rakan
4507330276,0,17,5,0,7,6,12,0,0,0,0,17518,7.2,18342,242,46,1807,932,24.2,1751.8,52,4,1,6,7,9,2,1,1,0,15711,6.8,17410,198,60,-1807,-932,19.8,1571.1,Mountain,Rumble,Rengar,Hwei,Corki,Blitzcrank,Yorick,Jayce,Syndra,Mel,Nami
4447392049,0,43,6,1,11,4,12,1,0,1,0,18976,7.4,20326,256,43,2856,1262,25.6,1897.6,16,0,0,4,11,6,1,1,0,0,16120,7.2,19064,210,72,-2856,-1262,21.0,1612.0,Cloud,Aurora,Nidalee,Neeko,Ziggs,Nami,Riven,Khazix,Viktor,Taliyah,Janna
